tconst,averageRating,numVotes
tt13897634,9.2,104
tt13900198,4.2,54
tt13906244,6.7,17
tt13907956,6.2,6
tt13910544,9.2,50
tt13912496,6.9,267
tt13919854,6.8,21
tt13921484,5.9,22
tt13922304,7.6,9
tt13931750,7.6,462
tt13932100,8.4,189
tt13932270,6.8,116
tt13935770,7.0,686
tt13935830,4.8,7
tt13936582,6.2,143
tt13943700,7.0,13
tt13944910,5.3,27
tt13953182,8.0,44
tt13956470,9.0,48
tt13959532,7.6,13
tt13959894,8.6,21
tt13964090,8.2,19
tt13974614,7.5,52
tt13978950,6.9,108
tt13984924,6.5,12913
tt13985710,6.4,46
tt13985718,7.4,8
tt13986246,8.3,7
tt13986904,6.4,963
tt13989412,9.0,25
tt13990482,7.6,412
tt13994298,8.8,82
tt13997146,7.7,22
tt14017018,6.7,272
tt14017966,7.5,128
tt14023192,7.6,2136
tt14023676,7.0,1574
tt14033496,7.2,1574
tt14037182,8.0,16
tt14037476,5.3,15
tt14039046,6.6,1436
tt14041154,7.2,861
tt14044672,7.2,18
tt14045054,5.7,12
tt14050754,1.0,6
tt14057012,8.8,36
tt14057622,6.5,28
tt14061860,6.4,38
tt14062858,7.8,7778
tt14063278,2.6,18
tt14064260,3.3,52
tt14068604,8.8,1818
tt14072300,7.4,178
tt14076608,7.2,16
tt14077012,6.6,261
tt14081208,6.4,195
tt14084166,8.0,9
tt14084604,7.5,1665
tt14091490,7.4,7
tt14091864,8.0,148
tt14092162,8.1,48
tt14100816,6.7,35
tt14100820,5.6,31
tt14100824,5.2,31
tt14101862,6.0,25
tt14104946,7.5,192
tt14109768,6.0,62
tt14110088,7.8,8
tt14111652,6.7,1942
tt14115768,7.6,19
tt14127648,7.1,420
tt14128898,5.4,41
tt14129258,7.2,592
tt14136452,8.3,4698
tt14137358,7.7,18
tt14149364,4.6,16
tt14153742,6.3,27
tt14154354,6.1,410
tt14155890,5.7,276
tt14161754,4.7,14
tt14163286,7.4,20
tt14167322,8.6,18
tt14168012,6.7,13
tt14168696,7.5,862
tt14170012,7.0,11
tt14180212,6.5,8
tt14182462,7.9,16
tt14189294,6.8,7
tt14197438,6.5,214
tt14197748,7.5,224
tt14205142,8.0,30
tt14207190,7.3,463
tt14210000,4.6,20
tt14214400,6.8,15
tt14216274,7.4,195
tt14220422,5.9,253
tt14222108,7.2,26
tt14222138,7.5,18
tt14223954,7.3,10
tt14225306,8.1,10
tt14225580,8.2,7
tt14227362,7.8,5
tt14229148,7.6,34
tt14230626,3.8,21
tt14230936,6.2,13
tt14232200,7.8,39
tt14233006,6.0,28
tt14234730,7.2,6
tt14235864,6.0,21
tt14239988,8.5,8
tt14240004,9.0,7
tt14242954,7.6,7
tt14243086,7.0,1710
tt14243170,7.5,8
tt14244052,8.4,7
tt14244164,7.2,13
tt14244294,8.2,14
tt14244374,8.0,12
tt14244802,7.7,8
tt14244884,7.8,9
tt14249086,6.9,39
tt14251852,7.2,9
tt14256566,7.2,472
tt14256572,7.6,497
tt14260676,7.8,317
tt14261264,6.3,8817
tt14266892,7.9,38
tt14268530,7.9,10
tt14270592,6.8,103
tt14270600,7.5,98
tt14273600,8.0,559
tt14277172,6.5,137
tt14280066,6.6,3943
tt14288136,6.1,20
tt14288384,8.5,7
tt14295156,8.9,26
tt14295864,5.0,75
tt14296118,5.2,29
tt14304530,9.3,22
tt14304556,9.7,14
tt14309742,9.0,10
tt14315396,6.8,18
tt14319510,7.6,8
tt14321832,9.1,6077
tt14323258,6.4,437
tt14324456,7.3,21
tt14326412,6.9,309
tt14329558,9.2,5
tt14334608,6.3,8
tt14337230,6.6,72
tt14337328,7.0,32
tt14338312,6.7,703
tt14345386,6.3,675
tt14348334,7.8,383
tt14351596,3.7,6
tt14355860,6.6,1271
tt14357404,8.3,11
tt14383340,7.4,10
tt14395504,6.2,8
tt14396116,8.0,21
tt14398050,7.9,104
tt14402704,7.9,591
tt14412244,6.6,11
tt14412910,7.4,431
tt14417362,6.1,27
tt14419876,7.1,781
tt14420834,7.7,1174
tt14426128,7.6,185
tt14426644,7.9,563
tt14432968,8.4,542
tt14437318,7.0,6
tt14438484,7.1,461
tt14439922,8.3,264
tt14440092,7.7,184
tt14441754,6.8,29
tt14444864,7.8,203
tt14445596,7.7,21
tt14446392,6.3,40
tt14446544,8.1,29
tt14449414,5.4,8
tt14449418,5.0,8
tt14454856,9.5,15
tt14456392,6.5,13
tt14457416,8.9,1246
tt14459190,8.5,211
tt14463122,9.2,1792
tt14463136,9.3,2211
tt14465742,3.0,28
tt14472278,7.7,9
tt14475480,6.0,216
tt14475492,6.4,205
tt14475504,6.0,225
tt14475518,6.9,210
tt14475526,7.5,477
tt14476476,7.5,16
tt14483032,7.4,154
tt14484018,7.8,254
tt14495120,7.9,514
tt14495238,7.6,57
tt14496534,5.8,9
tt14499632,6.4,5965
tt14503378,7.2,22
tt14516692,10.0,6
tt14516716,7.5,31
tt14518502,8.6,402
tt14521600,8.4,1218
tt14523580,6.8,21
tt14525682,6.8,16
tt14532776,7.8,466
tt14533900,9.6,12
tt14534600,7.6,25
tt14539670,6.4,91
tt14540140,8.4,17
tt14544340,9.6,6
tt14545182,7.2,9
tt14551578,6.8,19
tt14558320,8.5,790
tt14562030,8.8,15
tt14562610,6.1,11
tt14574100,7.8,116
tt14574148,6.6,23
tt14578626,6.2,564
tt14578676,6.3,1093
tt14583568,7.9,22
tt14585564,5.4,32
tt14586112,7.3,32
tt14586992,6.9,96
tt14588236,7.8,15
tt14592210,6.4,6
tt14596748,8.8,1351
tt14598156,6.8,96
tt14598810,6.8,103
tt14599272,3.3,20
tt14599922,7.2,11
tt14601872,6.8,11
tt14602326,6.3,9209
tt14603362,6.6,27
tt14604540,6.3,9
tt14605652,9.3,84
tt14605694,4.7,13
tt14608250,6.7,11
tt14608798,4.3,13
tt14616766,6.7,7
tt14618236,7.8,12
tt14618242,7.7,7
tt14625278,8.0,29
tt14630178,7.2,9
tt14631530,7.8,441
tt14631964,8.1,22
tt14632172,8.1,14
tt14644746,7.5,37
tt14645126,6.2,8
tt1464763,5.5,39447
tt14649602,7.9,93
tt14651712,9.0,7
tt14653026,4.2,130
tt14655276,9.4,9
tt14655752,7.4,8
tt14661782,7.3,24
tt14663222,8.6,10
tt14666344,7.8,39
tt14669746,6.6,10
tt14670820,6.4,750
tt14671620,7.1,654
tt14675096,7.0,11
tt14679652,5.6,6
tt14682074,7.7,66
tt14695660,6.8,5
tt14701024,6.8,185
tt14708616,7.8,34
tt14716998,9.0,11
tt14721986,7.3,1104
tt14725778,6.5,8
tt14728174,5.7,11
tt14728722,6.2,19
tt14729274,6.6,11
tt14729730,7.2,63
tt14734742,4.8,3045
tt14739428,7.9,40
tt14742204,8.4,11
tt14742878,7.0,214
tt14747472,7.7,32
tt14748716,7.8,5
tt14753620,8.1,3806
tt14753732,8.5,13
tt14757414,8.8,40
tt14760008,6.8,6
tt14760138,7.7,69
tt14760960,2.2,204
tt14772912,7.5,219
tt14776894,6.3,691
tt14779456,2.8,758
tt14791580,6.4,74
tt14792634,7.8,73
tt14792880,6.9,8
tt14802334,6.1,30
tt14807598,8.4,15
tt14811196,5.5,149
tt14811278,6.6,54
tt14811706,6.1,46
tt14811754,6.3,77
tt14813182,5.7,1219
tt14814788,7.2,144
tt14818618,7.4,379
tt14818794,7.5,35
tt14818800,6.3,27
tt14818804,6.2,25
tt14830850,7.9,1199
tt14831216,8.9,12
tt14834542,7.1,2599
tt14837856,7.0,176
tt14844746,8.8,7
tt14845434,8.5,89
tt14848554,6.3,34
tt14849026,6.4,38
tt14849458,6.7,165
tt14852730,7.7,49
tt14852756,8.4,26
tt14852986,6.8,59
tt14858664,4.7,161
tt14858976,7.2,550
tt14859070,7.2,547
tt14864632,6.4,8
tt14873108,7.5,37
tt14880386,9.9,74
tt1488606,6.5,159893
tt14891974,8.4,12
tt14894662,8.5,7
tt14900420,6.1,88
tt14915544,6.9,109
tt14921654,8.9,463
tt14926946,8.8,10
tt14928826,7.5,342
tt14933676,6.8,11
tt14934278,7.9,15
tt14941050,6.7,30
tt14949998,6.2,9
tt14951928,7.2,630
tt14952958,5.6,16
tt14955274,9.6,23
tt14960220,7.1,11
tt14960328,6.9,112
tt14960344,7.8,519
tt14966164,8.1,20
tt14967714,8.3,26
tt14968630,8.0,7817
tt14968644,8.6,7795
tt14981240,8.6,144
tt14991556,7.5,111
tt14992542,6.7,10
tt14993556,5.0,98
tt14996392,5.9,65
tt14998292,6.4,11
tt14998332,6.9,11
tt14999662,6.2,8
tt15011630,5.0,15
tt15012756,7.1,209
tt15016590,5.8,24
tt15017552,3.4,140
tt15018838,3.5,62
tt15021442,2.5,7
tt15021510,2.5,7
tt15021528,2.5,7
tt15021586,2.5,7
tt15021604,2.5,7
tt15025040,7.0,44
tt15034884,8.8,6
tt15035760,2.3,86
tt15042574,8.7,8
tt15044038,7.8,43
tt15058696,8.8,92
tt15058860,5.4,11
tt15062278,10.0,8
tt15062636,7.5,37
tt15063026,8.7,8
tt15073292,8.0,16
tt15073426,5.6,7
tt15074206,6.6,40
tt15077704,5.8,21
tt15080736,5.8,15
tt15083978,8.3,400
tt15088994,6.5,1325
tt15090776,5.8,213
tt15090812,6.0,14
tt15094392,7.3,1964
tt15096458,5.6,9
tt15100184,5.0,14
tt15100430,7.6,171
tt15111904,6.6,57
tt15115696,7.7,9
tt15119542,8.7,9
tt15126104,8.0,136
tt15127100,7.2,17
tt15132224,7.3,381
tt15134132,6.4,25
tt15134136,6.2,20
tt15134138,6.7,29
tt15135044,7.0,7
tt15137010,4.4,16
tt15149776,7.9,8
tt15150348,2.5,11
tt15153830,4.6,126
tt15160724,6.6,10
tt15164446,8.7,169
tt15168498,7.8,287
tt15173196,6.3,6
tt15184516,7.7,233
tt15185040,7.4,7
tt15186872,7.9,33
tt15191472,6.6,5
tt15193626,6.0,162
tt15196200,8.6,11
tt15196826,8.4,128
tt15198086,5.8,10
tt15201914,6.2,31
tt15203502,8.5,203
tt15214386,8.9,60
tt15214868,6.1,50
tt15215006,5.7,7
tt15216118,7.7,189
tt15222206,7.1,201
tt15224994,7.5,47
tt15225390,7.4,70
tt15225404,7.4,65
tt15226318,5.6,13
tt15228538,7.5,15
tt15229966,7.6,1240
tt15234828,7.2,71
tt15235748,3.8,424
tt15236062,7.5,34
tt15242686,7.9,11
tt15244876,8.4,33
tt15246396,7.4,10
tt15249262,6.9,85
tt15250058,7.8,100
tt15252386,7.6,585
tt15261904,8.0,16
tt15267834,8.0,11
tt15286970,6.4,164
tt15292708,4.3,74
tt15296024,7.4,59
tt15296028,7.4,51
tt15299764,8.3,7
tt15300706,10.0,7
tt15311130,8.2,31
tt15313526,8.3,29
tt15325054,6.0,1331
tt15326192,8.1,394
tt15333248,9.2,25
tt15341724,8.3,1283
tt15345904,4.9,124
tt15347118,7.0,9
tt15354146,8.7,115
tt15356768,6.9,45
tt15358870,6.7,34
tt15362414,7.2,44
tt15373232,8.4,7
tt15378226,6.4,54
tt15379112,7.5,79
tt15380698,7.7,132
tt15394534,6.1,91
tt15396722,7.9,10
tt15398686,6.9,13
tt15402894,7.2,31
tt15404252,6.0,40
tt15404360,6.6,327
tt15406210,7.5,537
tt15408936,7.6,14
tt15416988,9.4,6
tt15426784,7.9,12
tt15427236,8.7,8
tt15427328,8.4,9
tt15427436,7.4,429
tt15428794,7.8,327
tt15434326,7.9,23
tt15436130,8.2,7
tt15441634,6.8,6
tt15446374,8.0,90
tt15452802,7.2,14
tt1545304,5.2,11596
tt15454850,7.4,16
tt15457548,6.6,5
tt15461628,8.5,167
tt15463534,6.5,29
tt15470224,6.0,235
tt15475608,7.3,4143
tt15476440,5.6,17
tt15476446,7.0,26
tt15476450,6.6,22
tt15476620,6.9,9178
tt15477994,6.6,84
tt15489596,6.5,23
tt15490110,7.7,27
tt15491454,6.7,137
tt15493882,7.8,433
tt15495048,6.2,32
tt15501428,6.3,17
tt15507482,8.3,16
tt15507514,7.4,14
tt15509918,3.2,5
tt15515256,7.2,6
tt15518452,8.1,179
tt15520812,8.1,9
tt1552211,3.8,12900
tt15529566,5.3,1901
tt15534640,7.3,197
tt15535046,7.9,238
tt15539616,7.6,99
tt15541358,8.3,1177
tt15544298,6.6,15
tt15552666,7.3,10
tt15554682,6.4,283
tt15560892,9.1,8
tt15561492,7.3,39
tt15561508,7.1,36
tt15562646,7.5,7
tt15567440,8.1,1654
tt15573112,6.3,18
tt15576020,8.3,9
tt15576182,8.3,61
tt15613230,7.8,443
tt15658658,7.3,86
tt15661578,7.7,458
tt15667080,5.2,5
tt15667318,7.2,209
tt15667328,7.9,207
tt15669194,6.8,6
tt15669354,7.7,6
tt15670734,5.4,13
tt15670966,7.6,432
tt15678696,6.2,6
tt15681488,7.4,133
tt15684960,8.6,7
tt15685960,7.7,18
tt15706312,6.8,1312
tt15707630,6.4,36
tt15710562,7.8,10
tt15710888,8.2,9
tt15710924,7.7,8
tt15715890,7.1,1770
tt15716286,6.0,122
tt15718168,7.8,553
tt15721456,6.7,30
tt15726718,6.4,6
tt15730676,6.1,8
tt15731876,8.6,7
tt15733290,7.0,10
tt15737324,8.2,74
tt15740034,9.2,18
tt15740268,8.1,31
tt15741190,6.2,10
tt15745842,6.5,18
tt15751390,7.8,39
tt15755792,7.9,402
tt15758424,5.9,8
tt15761628,7.0,315
tt15766606,6.0,6
tt15768530,7.5,322
tt15785020,7.5,50
tt15786146,7.9,449
tt15787268,4.0,16
tt15789514,7.0,21
tt15823472,6.8,23
tt15824420,6.1,26
tt15825104,8.3,24
tt15829632,5.1,1941
tt15831152,7.7,19
tt15846920,7.6,309
tt15857494,7.2,142
tt15866468,7.8,413
tt15873850,8.0,20
tt15906708,9.1,12
tt15929232,7.1,16
tt15942472,7.5,78
tt15963894,7.8,186
tt15980222,6.0,24
tt15980224,6.7,29
tt16022526,6.7,289
tt16022642,7.0,285
tt16022672,7.0,292
tt16022750,6.9,150
tt16026156,9.3,13
tt16026492,4.8,134
tt16027122,7.8,2060
tt16027840,6.7,29
tt16043106,7.0,85
tt16043930,6.9,1954
tt16060012,8.0,8
tt16073498,4.8,11
tt16102800,6.9,21
tt16103376,5.8,28
tt16115330,6.6,37
tt16118932,5.9,26
tt16120370,8.1,16
tt16141830,7.1,36
tt16161100,8.2,547
tt16162050,6.1,10
tt16163090,7.4,11
tt16178144,9.1,627
tt16178154,7.5,23
tt1618434,6.1,187868
tt1620680,4.3,49671
tt16211188,7.2,14
tt16221724,8.7,92
tt16225950,7.5,145
tt16238498,9.4,16
tt16246318,8.8,14
tt16252362,6.0,7
tt16254082,7.8,164
tt16257816,2.2,22
tt16259420,9.0,11
tt16274244,6.8,6
tt16275720,7.3,23
tt16279596,9.2,7
tt16283414,6.8,25
tt16297174,6.6,40
tt16307548,9.9,9
tt16316280,7.8,60
tt16345630,7.9,216
tt16345652,7.8,184
tt16351264,9.1,12
tt16369752,7.1,63
tt16385448,7.0,6
tt16396914,2.6,31
tt16403798,6.8,166
tt16409108,6.1,4944
tt16411500,6.8,29
tt16413912,9.8,45
tt16420402,6.4,414
tt16433010,6.9,56
tt16436784,2.8,15
tt16475212,8.9,19
tt16476738,8.2,14
tt1648186,7.0,12699
tt16498968,8.3,7
tt1650060,5.9,1293
tt16513540,6.9,60
tt16547720,7.1,258
tt16549468,5.2,17
tt16560806,4.0,96
tt16586380,9.5,20
tt16606418,7.5,62
tt16652134,4.4,29
tt16748272,6.4,9
tt16761748,8.1,16
tt16781868,6.6,28
tt1682886,5.6,1255
tt1690967,6.0,2716
tt16915164,7.9,53
tt16929850,7.5,22
tt16967990,7.3,10
tt17051630,6.7,15
tt17158470,4.7,210
tt17158518,7.6,60
tt17318836,6.0,7
tt17321206,7.3,23
tt17423866,7.4,24
tt17516830,7.0,10
tt17521440,8.9,30
tt17592864,8.8,28
tt1773753,5.1,9617
tt17890420,8.3,105
tt1799516,6.4,6070
tt18084004,6.0,44
tt18212948,9.0,9
tt1825683,7.3,901411
tt18262686,7.5,9
tt1830643,4.5,7950
tt18309968,8.8,13
tt18375186,6.4,5
tt18567224,7.2,72
tt1860242,6.9,112633
tt18687502,8.7,18
tt18934164,7.3,67
tt18989976,4.0,2135
tt1910645,6.6,9180
tt19246774,6.6,18
tt19268760,7.8,16
tt19365694,7.2,8
tt19384382,8.7,10
tt19392124,8.6,51
tt19407770,7.0,29
tt1950235,5.9,26928
tt19636930,6.4,26
tt19637762,7.7,7
tt19712706,9.5,17
tt19767732,8.4,39
tt19781354,7.5,12
tt1979376,7.6,309898
tt2011311,6.3,31377
tt2018069,5.3,9850
tt20188720,8.9,781
tt20250342,3.5,15
tt2069797,5.7,11692
tt2076298,7.0,40339
tt2077828,3.4,494
tt21062902,8.0,8
tt21094564,3.1,22
tt21155664,5.7,6
tt21156088,7.3,10
tt21160102,5.1,7
tt21199612,8.2,59
tt21204882,7.4,5
tt21214342,6.2,6
tt21214970,7.0,9
tt21235086,7.6,7
tt21242196,8.2,16
tt21292254,5.9,16
tt21300912,5.0,30
tt21300968,5.6,28
tt21315030,7.7,15
tt21354458,9.1,37
tt21362766,5.4,84
tt21363314,9.6,5
tt2136729,7.2,87
tt21374408,8.0,6
tt21374688,5.7,38
tt21379572,5.9,15
tt21441418,6.4,29
tt21618728,5.9,37
tt21631790,9.0,8
tt21681658,7.1,12
tt21798874,2.5,28
tt21800906,6.9,17
tt21810202,2.2,36
tt21822288,8.4,82
tt21874166,6.1,26
tt21874184,7.4,8
tt21987160,6.3,24
tt22040510,7.0,5
tt2235695,6.1,49981
tt22463356,4.0,12
tt22499394,7.6,9
tt2261227,7.9,200883
tt22689676,6.1,33
tt2274648,5.3,106798
tt2275743,4.7,4248
tt2311862,6.7,37
tt2337280,7.7,314
tt23473322,4.5,27
tt23643904,8.2,42
tt23735500,4.9,13
tt23744270,7.9,9
tt23782384,5.5,12
tt2386237,4.9,19504
tt2388771,6.5,68978
tt2401284,5.6,7
tt24218116,3.0,54
tt2433118,6.8,255
tt2445568,3.7,1992
tt2463842,5.6,461
tt2481498,6.7,111734
tt2499472,5.7,16429
tt2531336,7.5,156231
tt2548396,5.5,120068
tt2573372,4.8,1659
tt26060540,7.5,10
tt26762470,5.6,125
tt26774352,7.9,14
tt26907852,6.6,6
tt26911927,7.0,16
tt26935786,9.2,7
tt2737304,6.6,418160
tt27427848,1.1,24
tt27510267,7.5,16
tt27518638,7.7,48
tt27521774,2.2,31
tt27672939,9.3,15
tt27683589,9.2,5
tt27683667,9.4,5
tt2771280,6.2,89
tt27714086,7.6,11
tt27870540,5.9,15
tt27893786,8.5,14
tt28022338,9.2,74
tt28029467,9.4,7
tt28443431,8.1,320
tt28508199,1.3,18
tt28650076,7.7,11
tt28657061,6.8,43
tt28671502,7.7,16
tt28707377,9.5,10
tt28761138,7.6,30
tt28777161,6.2,9
tt28787884,6.4,6
tt28872335,7.0,6
tt29005146,1.4,8
tt29005253,1.4,8
tt29191783,8.0,7
tt29269098,2.6,9
tt2936390,4.9,3667
tt2948372,8.0,442075
tt29517493,7.0,7
tt29568422,7.0,8
tt2983222,6.7,7045
tt2990140,7.0,93703
tt3007572,7.3,106596
tt3016748,3.6,3840
tt30211660,7.5,28
tt30211681,7.2,35
tt30211932,6.9,32
tt30215853,7.4,35
tt3038708,5.0,12639
tt30394913,7.4,15
tt30425533,8.5,7601
tt3045622,6.1,19
tt30868972,6.5,7
tt3089630,4.3,31522
tt31036774,3.5,7
tt3111426,6.2,27094
tt31173613,6.6,26
tt31241232,8.5,6
tt3131050,3.4,1163
tt31443440,8.0,7
tt31464945,5.6,16
tt3155342,6.5,5434
tt31598990,7.9,7
tt31807492,6.6,17
tt31987445,9.8,9
tt3201640,5.8,61525
tt32059187,6.7,14
tt3208026,6.8,14067
tt32214240,8.1,9
tt32278471,3.5,7
tt3228774,7.3,292882
tt32417199,6.4,7
tt3246874,7.0,2598
tt32515960,1.3,16
tt3256226,4.8,37748
tt3257794,6.3,816
tt3260524,7.8,5231
tt3282076,4.5,7160
tt33064911,7.2,6
tt3317234,5.5,35346
tt33202180,5.2,10
tt33311980,6.8,195
tt33378076,7.0,11
tt33501792,8.2,6
tt33504985,8.9,11
tt33522148,5.4,5
tt34325617,7.2,6
tt3458510,5.1,8055
tt3480822,6.6,472077
tt3496790,5.3,1844
tt3517870,6.0,12328
tt35638046,3.2,14
tt35890832,7.2,6
tt35953796,8.3,6
tt35953800,8.2,6
tt3606756,7.5,365729
tt36314975,7.6,20
tt36374413,8.6,5
tt36534801,7.4,14
tt3661394,6.6,14076
tt36706318,8.8,6
tt3685236,5.2,19352
tt3688544,4.8,62
tt3699816,5.8,29
tt3711510,5.9,7151
tt3732280,5.5,4362
tt3778644,6.9,405724
tt3799232,5.9,102632
tt3809960,2.6,389
tt3833480,6.9,47251
tt38509494,6.4,50
tt38509746,5.9,12
tt3852042,5.7,755
tt3861390,6.2,87822
tt39031990,8.5,8
tt3920782,4.6,1180
tt3955246,5.4,47
tt3960240,5.8,4995
tt3967878,6.0,6060
tt3973724,6.6,391
tt3979300,6.3,5095
tt3984356,5.1,4100
tt3993886,6.0,4784
tt4008566,4.6,4486
tt4016294,4.1,2660
tt4028464,7.0,29528
tt4052050,5.3,10370
tt4057998,6.5,807
tt4086018,5.6,4225
tt4110388,5.4,4495
tt4126476,5.3,74871
tt4139588,6.3,106170
tt4147490,7.8,35
tt4154756,8.4,1351713
tt4155080,5.9,43
tt4177018,5.9,539
tt4177856,5.0,1427
tt4180560,6.1,13346
tt4224754,4.9,875
tt4232066,6.9,1305
tt4257940,6.1,6510
tt4269118,5.4,3127
tt4323594,7.3,10299
tt4329242,5.9,2494
tt4332232,6.5,110842
tt4335954,5.6,311
tt4355838,5.1,1849
tt4384500,6.6,130
tt4388128,7.0,21
tt4397342,6.3,2293
tt4426464,4.9,2479
tt4444956,5.2,8467
tt4486148,4.7,1887
tt4524418,3.9,1329
tt4532826,5.4,85919
tt4549796,7.8,39
tt4560436,6.1,93079
tt4566758,5.8,167134
tt4574654,4.5,1670
tt4575328,4.3,10497
tt4575576,7.2,90205
tt4580550,4.5,1103
tt4590390,4.9,296
tt4594124,5.9,279
tt4594836,5.8,4746
tt4610378,6.9,11479
tt4625030,8.6,23
tt4633694,8.4,775187
tt4651448,8.1,3591
tt4655360,8.2,6071
tt4687108,5.5,72635
tt4702826,5.7,3766
tt4712076,6.1,3650
tt4712086,5.1,963
tt4729430,8.2,232996
tt4736550,7.0,25732
tt4738912,6.1,481
tt4762824,5.5,4458
tt4766630,6.6,5234
tt4777008,6.6,130983
tt4781350,6.4,338
tt4801080,6.1,29
tt4844150,5.4,5361
tt4849022,8.1,3528
tt4858674,6.2,6503
tt4859168,6.9,14747
tt4867110,2.8,13009
tt4878482,6.5,39823
tt4878488,7.5,12032
tt4940416,5.8,4482
tt4944694,7.5,5682
tt4951982,6.6,23546
tt4964788,6.9,40110
tt4971258,4.6,504
tt4971408,4.9,10251
tt4986098,4.8,35028
tt4995776,6.6,34756
tt4999290,5.8,558
tt5001754,5.9,44004
tt5013782,5.7,785
tt5028340,6.7,100291
tt5031658,4.3,1224
tt5033998,5.0,84537
tt5037840,4.0,8251
tt5057140,5.6,42877
tt5066664,6.6,1518
tt5085924,5.5,14817
tt5094192,6.5,1128
tt5095030,7.0,489739
tt5096246,3.4,247
tt5096470,5.6,23135
tt5097410,6.3,31152
tt5104604,7.8,208847
tt5109280,7.3,186214
tt5113040,6.4,77285
tt5116302,7.9,61406
tt5117670,6.6,52324
tt5155360,6.9,49
tt5164184,5.8,15410
tt5178264,8.4,809
tt5180504,7.9,617192
tt5206260,6.4,23250
tt5208950,5.0,6663
tt5220122,6.3,97985
tt5222768,6.9,4425
tt5226220,7.7,708
tt5232792,7.3,112371
tt5238904,5.3,6721
tt5239560,8.3,48
tt5244812,4.6,295
tt5246700,5.1,62943
tt5266668,2.9,1620
tt5267472,5.5,5068
tt5270732,6.5,36
tt5280532,6.6,20
tt5294518,5.8,44535
tt5304992,6.5,74473
tt5316540,5.7,28583
tt5327410,6.4,659
tt5338082,7.3,56
tt5360952,5.2,23582
tt5363912,7.0,4173
tt5363918,7.2,79389
tt5397194,6.1,51561
tt5419676,7.1,2576
tt5471472,4.9,686
tt5493944,4.3,9868
tt5505660,6.4,30
tt5507934,3.8,768
tt5516404,4.9,602
tt5523010,5.6,40322
tt5524630,5.2,1166
tt5536610,7.2,23570
tt5541002,6.8,1082
tt5566790,6.7,18799
tt5580146,7.6,92401
tt5580392,5.9,5529
tt5589212,5.0,1212
tt5598292,5.2,18738
tt5603240,6.6,34
tt5615700,7.0,17023
tt5617916,1.9,5266
tt5621544,5.9,1534
tt5621712,6.0,146
tt5639446,5.9,6907
tt5639898,5.3,2024
tt5643968,9.0,12
tt5644050,7.6,1736
tt5646082,4.9,393
tt5656894,6.8,15
tt5657280,4.4,1263
tt5664636,5.6,26150
tt5670764,7.2,7553
tt5687236,6.1,976
tt5688996,6.3,20484
tt5696326,6.1,1965
tt5702446,5.8,1345
tt5714320,6.4,94
tt5723056,7.3,3198
tt5725010,6.7,28
tt5727208,7.4,350329
tt5730690,6.2,4384
tt5741008,5.8,732
tt5743796,8.4,52555
tt5754414,3.5,125
tt5766086,6.8,2990
tt5770836,5.1,506
tt5773986,7.0,3841
tt5774054,4.6,382
tt5774888,6.0,23
tt5779372,5.8,4942
tt5783956,6.4,56768
tt5791268,8.2,3254
tt5799948,6.9,21
tt5807330,7.2,3893
tt5807780,9.1,36324
tt5807936,7.1,79
tt5816462,7.4,16
tt5818722,6.5,345
tt5820544,4.4,88
tt5827790,6.1,8010
tt5841344,4.5,1443
tt5848272,7.0,202980
tt5848416,6.5,3103
tt5862338,7.8,929
tt5865326,6.3,57618
tt5885106,4.4,1693
tt5887624,6.3,32
tt5896778,1.5,415
tt5900024,8.2,5
tt5900600,7.8,10395
tt5900870,6.8,416
tt5903926,6.1,589
tt5916158,6.2,208
tt5929754,6.8,33286
tt5932728,7.2,54627
tt5932800,5.2,189
tt5938084,5.7,2240
tt5952138,5.6,10892
tt5952634,7.9,56265
tt5954556,5.7,1178
tt5960546,7.0,2219
tt5963958,7.4,6156
tt5968274,6.7,16486
tt5969004,4.8,50
tt5979872,6.3,13644
tt5982092,8.5,4356
tt5984694,6.2,261
tt5990444,4.3,2059
tt5994166,5.6,4848
tt6012244,5.1,3867
tt6013156,4.7,2268
tt6016744,7.3,16487
tt6018556,4.7,214
tt6020504,8.3,492
tt6023386,3.8,1628
tt6028796,7.2,635
tt6029778,7.6,1292
tt6032076,7.1,107
tt6035644,7.6,516
tt6042648,8.6,87
tt6043142,6.8,21299
tt6045840,6.1,28889
tt6052206,3.7,155
tt6053938,6.0,3027
tt6053948,6.9,4232
tt6061074,6.4,2675
tt6067752,7.5,15862
tt6067892,7.7,107
tt6073544,6.5,16
tt6077448,8.5,97241
tt6078866,7.1,3148
tt6088922,6.5,4323
tt6089020,7.0,10
tt6089358,3.8,1293
tt6090044,2.3,2477
tt6095472,6.4,41375
tt6095698,9.7,71
tt6096308,5.2,1435
tt6105098,6.8,289794
tt6105774,3.3,1863
tt6111144,6.5,154
tt6116856,6.9,32411
tt6118340,4.0,4260
tt6119856,6.4,10844
tt6127136,6.5,14
tt6128342,9.1,28
tt6129302,7.6,11326
tt6140148,4.7,606
tt6142496,5.9,4677
tt6146590,5.1,1278
tt6149820,5.7,115
tt6155456,6.1,2701
tt6156138,7.4,3459
tt6156584,6.9,73952
tt6168914,5.7,413
tt6170262,3.3,369
tt6172460,6.9,4389
tt6175086,5.4,365
tt6182078,4.8,6429
tt6182828,6.4,490
tt6185692,5.3,566
tt6186696,5.4,1243
tt6189022,6.4,121660
tt6192974,7.7,2722
tt6193336,7.2,5700
