tconst,averageRating,numVotes
tt11491070,8.4,5
tt11492256,7.5,41
tt11492320,6.5,218
tt11497544,7.3,1863
tt11497900,6.4,164
tt11497904,6.4,2908
tt11497922,8.1,5245
tt11499506,5.2,5176
tt11505398,6.6,327
tt11506054,7.6,1873
tt11508212,5.2,368
tt11508246,8.8,11
tt11511348,8.3,44
tt11513508,6.5,29
tt11516394,8.1,423
tt11516468,7.1,409
tt11516504,8.1,13
tt11516518,7.6,12
tt11516532,8.4,12
tt11524452,7.4,333
tt11529348,2.0,3430
tt11529420,8.0,108
tt11530234,7.2,527
tt11530446,7.5,270
tt11530746,7.2,73
tt11531530,6.9,3880
tt11532876,8.2,9
tt11533856,4.5,22
tt11534164,7.6,1436
tt11534928,6.9,60
tt11534944,7.4,55
tt11534948,5.0,79
tt11535600,7.5,16
tt11535608,7.5,17
tt11536018,7.7,78
tt11536020,7.6,74
tt11536704,6.9,182
tt11536850,8.2,8
tt11538848,8.3,38
tt11541444,7.9,937
tt11542920,6.5,2747
tt11542960,7.4,154
tt11546984,7.4,24
tt11547014,6.6,4354
tt11547682,7.8,15
tt11550148,7.0,569
tt11554404,6.5,162
tt11558948,7.7,25
tt11558950,8.9,12
tt11562682,6.9,15
tt11564214,6.2,1117
tt11564228,8.2,51
tt11568878,6.5,661
tt11569628,7.5,554
tt11569640,7.4,2543
tt11570620,6.9,12
tt11571048,9.2,10
tt11574130,7.9,291
tt11575592,7.4,80
tt11575824,5.3,8
tt11579640,6.1,25
tt11583844,7.5,392
tt11585718,7.8,12
tt11586660,5.8,18
tt11591464,8.6,5
tt11592020,8.7,8
tt11595836,9.0,17
tt11600174,7.7,9337
tt11602952,9.5,11
tt11608324,7.3,45
tt11609074,6.1,553
tt11609650,7.3,53
tt11609692,4.3,512
tt11609976,5.8,237
tt11610998,7.2,13
tt11611314,7.7,1607
tt11613498,3.1,19
tt11617034,7.2,7
tt11631504,7.0,17
tt11638656,4.4,394
tt11638962,8.1,1761
tt11639410,6.7,18
tt11639414,8.2,29282
tt11639464,8.1,17
tt11640412,6.8,432
tt11642302,5.3,477
tt11644718,7.6,8
tt11646742,6.9,107
tt11649338,4.7,9842
tt11650736,5.9,3672
tt11651344,6.6,14
tt11651604,7.6,529
tt11651796,6.9,15770
tt11652174,7.5,141
tt11653552,6.1,1566
tt11655136,7.7,68
tt11656172,3.1,19831
tt11657450,4.6,64
tt11662464,8.9,64
tt11664178,5.1,37
tt11666848,6.8,2201
tt11668444,6.6,187
tt11668918,6.5,145
tt11670552,6.8,67
tt11676420,5.6,120
tt11677950,5.6,34
tt11680468,7.8,8062
tt11681234,5.7,134
tt11681250,6.1,14919
tt11681330,7.4,18
tt11686476,8.7,126
tt11687102,8.3,29
tt11687148,8.0,23
tt11687218,9.7,22
tt11692986,5.5,1681
tt11695324,6.8,631
tt11696614,7.3,130
tt11697484,3.9,9562
tt11698442,8.2,6
tt11698668,6.2,155
tt11702428,7.7,39
tt11704040,6.2,13233
tt11708004,7.2,10
tt11708046,8.0,280
tt11708860,7.2,53
tt11708910,7.9,95
tt11710062,7.5,185
tt11710234,5.8,63
tt11713138,8.1,22
tt11714530,8.7,7
tt11715610,8.7,15
tt11716978,7.4,43
tt11718586,7.1,56
tt11721880,7.9,152
tt11723608,7.7,280
tt11723874,8.0,224
tt11725706,7.4,1792
tt11729956,7.2,975
tt11730576,9.1,641
tt11730922,5.0,969
tt11733790,6.4,1859
tt11734696,3.9,236
tt11736060,7.1,144
tt11736372,9.6,16
tt11737092,8.6,277
tt11737764,7.1,12
tt11738790,7.5,47
tt11738792,7.4,5744
tt11742118,7.5,59
tt11742878,4.7,67
tt11743526,6.2,594
tt11743558,5.8,9
tt11744632,6.9,947
tt11747098,5.9,15
tt11747542,7.5,11
tt11749750,7.9,21
tt11749980,5.9,277
tt11750002,4.8,8
tt11754464,4.2,702
tt11754826,9.1,10
tt11755200,7.7,7
tt11757468,6.4,26
tt11760094,5.1,12
tt11761344,7.9,264
tt11767524,6.9,959
tt11768620,6.0,10
tt11768948,7.8,23872
tt11769162,3.9,1099
tt11769304,8.7,10510
tt11769798,6.3,1576
tt11770890,6.6,722
tt11772600,7.8,1771
tt11773276,5.9,1838
tt11773310,6.2,8
tt11777040,6.3,7644
tt11777062,6.6,7
tt11777610,6.8,13
tt11778542,6.8,17
tt11779226,6.2,10
tt11780354,6.2,27
tt11780806,7.3,36
tt11783490,8.7,222
tt11784822,6.3,6
tt11786626,8.0,30
tt11789966,8.8,13
tt11792734,3.7,8289
tt11799742,6.2,100
tt11799924,6.8,24
tt11801168,7.6,183
tt11802938,2.8,70
tt11802970,6.8,6
tt11804034,7.9,2781
tt11809290,7.3,57
tt11810418,6.8,2265
tt11810424,7.0,2481
tt11813800,8.4,11
tt11821818,5.7,1648
tt11822994,7.3,131
tt11822998,8.1,15342
tt11824204,6.9,26
tt11827806,5.3,1669
tt11828502,6.8,88
tt11829316,5.7,1635
tt11829340,7.0,78
tt11829828,8.6,213
tt11831328,7.8,168
tt11833648,7.9,12532
tt11835500,6.5,552
tt11840988,5.0,1860
tt11841144,6.3,241
tt11847478,7.0,516
tt11857672,7.1,40
tt11860336,3.8,183
tt11860624,7.2,1665
tt11861036,7.3,1492
tt11861072,7.3,4124
tt11863364,8.3,195
tt11863878,7.5,100
tt11863944,7.6,6
tt11866602,7.5,52
tt11867560,7.8,8
tt11869068,5.4,23
tt11870252,8.4,14
tt11870636,7.8,660
tt11872396,6.2,58
tt11872560,6.2,96
tt11874042,4.5,3444
tt11875316,7.6,6241
tt11875456,5.2,224
tt11875458,6.7,19
tt11876364,7.2,21
tt11877988,7.9,10
tt11880016,7.4,136
tt11880072,7.9,53
tt11880132,8.1,13
tt11880606,8.6,203
tt11885540,8.0,6
tt11890986,7.2,20
tt11891006,7.0,29
tt11891544,8.8,12
tt11895942,6.8,2514
tt11896284,7.3,15
tt11898302,6.7,2108
tt11899386,6.0,7
tt11902274,7.1,67
tt11902834,7.7,38
tt11905462,7.6,13376
tt11905720,6.4,6956
tt11908722,6.6,6
tt11909244,7.2,80
tt11912390,6.6,1397
tt11912564,6.8,9
tt11912570,7.2,6
tt11913516,7.6,13
tt11916718,5.7,313
tt11920310,7.8,11
tt11920706,7.4,122
tt11923274,6.0,59
tt11923292,8.5,13
tt11924374,5.8,81
tt11926064,7.2,21
tt11928704,7.6,15
tt11929670,7.7,51
tt11929804,8.7,426
tt11933162,8.4,121
tt11934164,5.8,5
tt11937662,6.8,12322
tt11940558,6.8,6
tt11942052,5.0,136
tt11942070,6.0,180
tt11942100,4.4,274
tt11949910,7.8,2768
tt11951000,7.3,6
tt11951234,6.7,2586
tt11951414,8.2,15
tt11952694,6.8,42
tt11953628,5.9,1629
tt11955654,8.2,33
tt11957372,8.2,24
tt11958344,6.7,17559
tt11958648,6.8,5023
tt11958692,7.8,53
tt11958922,7.9,3382
tt11958942,7.0,4057
tt11962224,7.2,7
tt11963126,6.3,231
tt11967858,7.1,1200
tt11968312,7.0,935
tt11977194,8.0,14
tt11983342,8.0,1100
tt11987076,5.4,14
tt11987296,5.9,1938
tt11987330,5.9,261
tt11988512,5.6,5772
tt11989112,7.7,101
tt11989890,8.9,35891
tt11997184,7.6,478
tt11997920,7.9,2333
tt11997922,7.6,2134
tt11998854,6.5,382
tt12001934,8.0,12
tt12004280,4.8,16089
tt12004838,8.6,1966
tt12009096,6.1,111
tt12009900,7.6,27
tt12009930,7.3,28
tt12013558,7.1,4058
tt12013966,8.4,9
tt12015860,4.2,13
tt12020952,8.3,98
tt12021980,8.5,22
tt12025600,7.6,1124
tt12025604,7.4,42
tt12027008,4.1,1740
tt12027020,7.2,2089
tt12027034,8.6,6280
tt12030578,8.0,12
tt12031040,6.4,3791
tt12036052,7.3,2524
tt12038300,7.4,4387
tt12038418,7.9,123
tt12042936,7.8,18
tt12048260,7.6,31
tt12053202,4.7,186
tt12055060,7.4,278
tt12055392,7.1,1115
tt12057222,8.1,240
tt12057590,6.9,71
tt12058774,6.4,55
tt12058870,7.0,9
tt12059248,9.7,61
tt12059740,8.5,304
tt12063004,6.5,102
tt12070130,8.7,17
tt12071466,7.7,218
tt12071542,8.5,25
tt12074130,8.9,7
tt12074564,5.5,42
tt12076020,7.0,315
tt12076268,8.7,248
tt1207641,4.6,85
tt12078788,8.7,8
tt12078990,7.5,3948
tt12079068,4.7,749
tt12079212,7.3,2350
tt12079236,6.9,683
tt12080904,6.9,207
tt12082690,6.7,466
tt12094778,7.7,9
tt12098538,7.7,69
tt12100044,7.1,254
tt12100080,7.0,221
tt12100782,6.1,551
tt12101170,7.2,4965
tt12105058,6.6,14
tt12105422,7.7,65
tt12109704,8.4,6
tt12110160,6.3,12
tt12115960,8.3,129
tt12115970,7.9,96
tt12115986,7.9,98
tt12115990,8.0,94
tt12115994,8.2,94
tt12116000,8.2,92
tt12116010,8.2,84
tt12117920,8.4,372
tt12121660,7.4,17
tt12126212,6.1,61
tt12133764,6.5,19
tt12137534,7.8,308
tt12138554,7.3,35
tt12140808,6.7,45
tt12144794,6.4,93
tt12146940,6.9,1282
tt12146952,6.5,1444
tt12149508,7.9,1349
tt12150526,8.1,11
tt12150860,6.1,9
tt12157630,7.4,7
tt12161178,5.8,18
tt12164234,6.9,23
tt12171626,5.7,19
tt12176398,6.6,505
tt12177428,8.4,11
tt12182904,8.2,730
tt12187586,7.3,1101
tt12187616,7.3,68
tt12188528,8.5,104
tt12188860,7.5,302
tt12189308,4.3,211
tt12189310,7.5,2531
tt12190130,8.2,975
tt12190580,8.7,3169
tt12190648,7.3,34
tt12192942,7.1,43
tt12194646,7.6,43
tt12198462,7.6,807
tt12200386,7.2,13
tt12200714,7.4,1512
tt12204344,7.6,16
tt12204442,8.5,7
tt12204682,7.4,10
tt12204810,7.2,2248
tt12204858,7.1,197
tt12205274,6.1,7
tt12221742,6.8,59
tt12221744,5.5,39
tt12221748,7.2,8482
tt12222210,5.8,11
tt12225230,7.0,3767
tt12226562,6.9,18
tt12227200,6.7,213
tt12227976,8.2,128
tt12228334,6.7,1142
tt12229682,4.4,16
tt12235500,6.6,13
tt12239614,8.7,81
tt12240368,7.2,70
tt12241302,5.5,21
tt12241420,7.3,36
tt12241424,6.0,1069
tt12245032,5.8,36
tt12246190,7.9,3612
tt12254200,5.5,120
tt12257778,4.1,14
tt12260706,7.9,96
tt12262808,5.0,27
tt12263402,2.1,21
tt12264582,7.1,46
tt12266592,7.7,18
tt12266668,6.7,19
tt12272214,7.6,542
tt12280628,8.0,10
tt12281018,6.4,41
tt12281768,7.4,117
tt12282598,5.6,3334
tt12286434,6.2,2322
tt12292642,7.8,64
tt12295198,9.1,232
tt12301534,7.3,30
tt12307006,6.7,143
tt12307170,6.0,31
tt12311814,6.3,97
tt12312250,7.1,32568
tt12312280,7.5,1011
tt12312890,8.8,6
tt12313074,5.9,762
tt12313254,9.0,54
tt12317724,8.1,89
tt12320992,6.1,19
tt12325776,5.3,14
tt12327104,6.2,2766
tt12332294,5.6,61
tt12339070,6.9,65
tt12344226,7.0,24
tt12344712,9.0,5
tt12350536,6.6,7
tt12356680,8.5,781
tt12357064,6.4,15
tt12357266,5.5,730
tt12362118,6.8,31
tt12363004,7.6,16
tt12364156,5.7,788
tt12366196,7.2,209
tt12366826,7.5,4227
tt12367704,7.9,2369
tt12367872,6.1,15
tt12368376,6.1,22
tt12370124,5.4,3116
tt12371856,7.6,8
tt12372034,7.4,560
tt12376452,8.5,137
tt12381026,6.7,19
tt12381328,10.0,7
tt12381488,4.6,82
tt12391834,8.2,425
tt12393526,6.6,16302
tt12398128,8.4,100
tt12401232,5.9,56
tt12404298,6.5,40
tt12404772,7.1,1149
tt12408584,5.9,166
tt12409154,7.1,1714
tt12410506,5.3,453
tt12411074,8.0,75658
tt12411312,7.4,44
tt12411586,6.8,178
tt12413186,6.5,188
tt12416844,7.4,99
tt12418118,5.3,170
tt12418188,7.0,31
tt12425770,7.8,14
tt12427840,3.5,1475
tt12428098,6.9,177
tt12429046,7.0,1040
tt12432002,5.2,20
tt12433294,7.7,152
tt12440320,9.0,36
tt12440652,7.6,90
tt12441398,8.0,7
tt12451520,8.6,44466
tt12452046,8.5,93
tt12453440,7.3,236
tt12455972,6.5,41
tt12470784,7.4,165
tt12478442,7.1,28
tt12484822,6.6,148
tt12485426,6.6,125
tt12486200,5.7,1076
tt12486430,8.4,604
tt12487584,6.1,61
tt12490524,4.8,70
tt12492582,4.8,6
tt12497152,3.7,18
tt12498814,7.6,123
tt12499674,5.3,32
tt12502140,5.3,165
tt12502942,7.0,254
tt12503900,8.4,39
tt12504214,7.6,1849
tt12507694,4.2,8
tt12509942,7.0,819
tt12514588,7.2,7
tt12526276,8.3,13
tt12531492,7.0,224
tt12536776,2.8,762
tt12538370,8.6,53
tt12539758,5.1,187
tt12540060,7.9,624
tt12540080,6.5,10531
tt12544076,7.2,19
tt12545276,7.7,735
tt12557760,3.8,54
tt12560270,6.5,900
tt12561938,7.6,9
tt12567070,6.8,5
tt12567088,7.2,22478
tt12567164,5.3,221
tt12571792,6.2,176
tt12572032,6.4,483
tt12573294,7.0,1825
tt12574336,6.1,943
tt12580168,6.3,4568
tt12580610,6.4,233
tt12583300,5.6,142
tt12584846,7.9,39
tt12585152,8.0,8397
tt12587818,9.0,651
tt12588160,7.3,3660
tt12588286,5.4,524
tt12588326,6.0,498
tt12588398,5.7,101
tt12588416,7.2,1979
tt12588432,6.7,1942
tt12588448,5.2,851
tt12590534,6.4,169
tt12594086,9.6,6
tt1259528,7.0,151883
tt12599350,5.1,282
tt12599478,9.1,1210
tt12602762,9.5,38
tt12604070,3.8,12
tt12605302,8.3,178
tt12606876,6.9,99
tt12607910,6.0,9837
tt12608872,8.2,7
tt12611334,6.9,572
tt12612658,7.8,487
tt12612680,8.5,579
tt12614114,7.8,32
tt12615408,6.6,35
tt12616392,7.9,79
tt12616686,7.5,110
tt12616734,7.5,85
tt12623372,6.5,18
tt12623386,6.2,23
tt12624844,7.3,3195
tt12625760,7.2,163
tt12628280,3.2,178
tt12628330,8.2,9
tt12629356,7.3,44
tt12630188,2.4,78
tt12630446,6.8,42
tt12630458,6.0,35
tt12637484,5.5,10
tt12639110,7.8,62
tt12642796,8.1,712
tt12643386,8.1,17
tt12653060,6.7,1613
tt12656690,6.0,39
tt12660966,6.6,679
tt12662818,6.7,155
tt12665438,5.7,127
tt12670460,6.0,5
tt12670546,5.7,33
tt12670550,7.5,39
tt12670554,7.3,55
tt12670560,7.0,39
tt12670568,6.5,38
tt12676208,7.8,10
tt12677456,7.4,133
tt12679068,6.1,16
tt12687080,7.0,7
tt12687448,7.6,443
tt12688612,6.6,61
tt12688688,7.8,5297
tt12689526,5.5,490
tt12690880,7.9,32
tt12690902,2.8,9
tt12690910,6.5,95
tt12691770,7.7,107
tt12694046,7.6,3668
tt12702052,7.0,372
tt12707442,8.1,55
tt12708448,9.0,7
tt12708852,8.0,9
tt12711128,8.9,8073
tt12712262,7.3,33
tt12715940,7.3,24
tt12718412,7.8,1113
tt12718730,6.2,52
tt12718866,7.8,5
tt12719250,6.0,7548
tt12721188,5.8,1261
tt12723962,7.5,914
tt12724622,6.4,3685
tt12724632,5.5,934
tt12735406,5.8,5
tt12735890,4.3,74
tt12740466,9.7,31
tt12740488,8.4,78
tt12742136,7.7,1737
tt12748032,6.8,219
tt12748264,5.5,158
tt12748268,3.9,30
tt12750828,7.1,35
tt12750928,8.6,96
tt12753300,7.5,127
tt12753698,7.1,3139
tt12753794,8.4,13
tt12754654,7.3,11
tt12754910,7.6,1295
tt12759334,5.1,1484
tt12759384,6.4,1302
tt12759400,7.4,9330
tt12759420,5.1,131
tt12760500,7.4,109
tt12762142,5.1,26
tt12762646,6.8,10
tt12763776,8.2,17
tt12765530,6.5,427
tt12766030,7.8,10
tt12767498,5.6,892
tt12775836,3.5,6788
tt12780810,5.4,656
tt12782848,4.6,234
tt12785644,8.2,123
tt12788390,7.0,8
tt12789042,7.6,49
tt12789554,7.8,11
tt12791506,8.7,8
tt12792340,7.9,39
tt12794052,6.1,22
tt12794742,5.5,314
tt12799156,7.7,6
tt12801262,7.4,220077
tt12802850,8.8,6
tt12803038,7.6,134
tt12803902,6.3,287
tt12805786,7.5,83
tt12806000,7.1,242
tt12806022,7.7,30
tt12809300,6.7,8
tt12809694,7.4,37
tt12810160,7.7,29
tt12810568,8.1,230
tt12810932,6.6,8
tt12812506,7.3,180
tt12816824,7.6,103
tt12819070,8.6,6
tt12820178,5.5,84
tt12820746,7.4,612
tt12824676,7.2,1170
tt12824750,8.4,1204
tt12824914,8.0,13
tt12825376,8.2,10
tt12827284,5.6,15
tt12829044,6.1,57
tt12831590,6.9,9
tt12833014,6.6,636
tt12833028,7.6,3717
tt12833474,7.6,77
tt12833986,7.9,30
tt12839508,7.7,63
tt12840926,6.9,853
tt1284535,9.1,16
tt12850262,7.3,3251
tt12850322,7.2,4479
tt12854944,6.7,9
tt12855976,6.8,42
tt12858978,7.0,31
tt12860598,7.1,11
tt12867810,7.9,18757
tt12867844,6.0,12
tt12871114,7.1,32
tt12875768,5.6,239
tt12875794,6.4,490
tt12879522,6.3,1759
tt12880426,7.5,9
tt12882062,5.5,1924
tt12882136,4.3,935
tt12882138,8.1,11
tt12885326,6.1,62
tt12885524,8.4,5
tt12886866,8.5,13
tt12888462,8.1,70384
tt12888994,6.0,11
tt1289403,7.3,57409
tt12905020,8.7,10
tt12905120,8.2,5
tt12907344,9.2,9
tt12908586,5.6,34
tt12912830,6.5,312
tt12917148,5.1,428
tt12917170,7.7,1424
tt12923414,7.9,23
tt12923630,7.8,3676
tt12923664,5.8,376
tt12923734,6.4,498
tt12923828,7.9,10
tt12928224,7.1,9
tt12929796,5.7,1599
tt12930476,6.8,298
tt12930602,7.4,1864
tt12934616,8.1,94
tt12938472,7.1,2149
tt12939836,7.3,1802
tt12943516,5.8,62
tt12943712,7.1,10
tt12944764,7.1,86
tt12962104,6.7,213
tt12969720,7.4,15
tt12969826,6.2,1169
tt12969862,7.4,22
tt12970542,6.2,13
tt12970574,6.3,15
tt12971924,4.3,5700
tt12974868,7.2,126
tt12982218,6.8,246
tt12984026,9.2,14869
tt12985278,8.2,8
tt12987396,6.7,52
tt12987694,9.1,17
tt12987872,6.9,199
tt12987894,7.2,37117
tt12987918,7.4,7252
tt12988062,6.5,95
tt12994636,3.6,143
tt13002256,8.1,8
tt13003624,8.4,8
tt13003660,8.2,63
tt13004040,5.8,10
tt13005714,7.3,1430
tt13007122,6.0,18
tt13009970,6.5,247
tt13015818,5.2,11
tt13017988,6.4,14
tt1302006,7.8,468045
tt13024906,3.8,112
tt13027892,6.8,12
tt13029106,6.5,16
tt13033934,8.0,42
tt13033942,6.2,30
tt13033954,6.3,41
tt13034096,6.3,81
tt13034648,7.1,276
tt13037796,5.6,22
tt13039398,6.4,8
tt13039402,6.4,8
tt13044528,6.6,6965
tt13046460,8.8,5
tt13048582,8.0,40
tt13049144,5.8,387
tt13049510,7.6,14
tt13055780,5.9,12428
tt1305619,7.5,1704
tt13057984,6.2,452
tt13058374,6.6,76
tt13059180,7.5,24
tt13061790,6.9,4059
tt13063970,7.3,468
tt13064552,6.5,193
tt13065534,9.7,16
tt13070478,6.4,551
tt13072446,3.0,40
tt13080558,2.1,17
tt13080892,6.3,7
tt13081874,7.5,47
tt13082352,8.1,272
tt13086428,6.0,6
tt1308728,5.5,32028
tt13089270,7.9,1763
tt13091082,6.7,18
tt13091280,8.0,5
tt13091476,7.0,144
tt13095126,8.3,912
tt13097910,5.2,285
tt13101172,6.1,30
tt13105114,7.5,14
tt13105690,6.4,9
tt13106900,4.1,296
tt13110256,7.4,929
tt13110716,6.8,9
tt13114612,7.5,29
tt13118012,5.9,1570
tt1312171,7.8,312377
tt13124586,6.2,575
tt13130602,5.7,39
tt13131186,6.1,5304
tt13141604,2.7,171
tt13149906,6.3,11
tt13150474,7.0,11
tt13150606,7.0,265
tt13150630,7.2,7533
tt13153440,7.5,9
tt13153754,6.5,140
tt13156372,7.5,241
tt13161310,5.8,1671
tt13161318,6.6,156
tt13161852,6.1,36
tt13165620,7.0,78
tt13167288,7.4,7301
tt13167932,8.1,1087
tt13175760,6.4,713
tt13178886,9.6,14
tt13179068,9.4,15
tt13179100,8.8,8
tt13179728,5.2,10
tt13183788,6.7,10
tt13190694,9.0,17
tt13192292,7.1,11
tt13194658,6.8,188
tt13197942,7.8,9
tt13197968,8.2,10
tt13198422,9.5,88
tt13199152,8.7,13
tt13206564,8.1,2212
tt13206842,7.2,441
tt13206988,8.0,6202
tt13207124,8.7,9
tt13208954,8.0,5
tt13212006,4.8,610
tt13223662,4.8,84
tt13223734,8.8,19
tt13224838,7.1,11
tt13225430,7.6,80
tt13227972,5.6,10
tt13231610,8.8,6
tt13234888,8.4,5
tt13236566,5.9,13985
tt13237134,6.6,193
tt13237174,7.2,692
tt13237736,9.6,8
tt13238110,7.2,2334
tt13238670,5.0,236
tt13239776,7.2,53
tt13244092,7.0,2949
tt13246856,6.7,518
tt13254320,8.5,14
tt13255112,5.9,369
tt13260836,7.1,2085
tt13261418,3.6,12
tt13262134,5.3,546
tt13262150,5.9,364
tt13267270,6.0,8
tt13271834,7.3,6574
tt13273318,7.6,183
tt13273826,8.0,14663
tt13274758,6.1,19
tt13275528,7.3,106
tt13275654,3.9,542
tt13276386,6.5,2299
tt13277100,7.0,12
tt13279528,5.9,2178
tt13280982,7.5,49
tt13282344,7.1,488
tt13286510,7.6,29
tt13287210,6.2,6
tt13287820,7.1,13
tt13290168,5.6,534
tt13292444,5.8,153
tt13298310,8.5,453
tt13298526,8.6,8
tt13299780,7.2,4208
tt13300004,7.0,52
tt13302680,7.4,24
tt13302848,7.3,861
tt13303722,7.4,393
tt13303896,8.3,17
tt13307132,6.8,68
tt13311942,7.4,15
tt13314454,8.0,15
tt13315004,6.5,30
tt13315654,4.6,21
tt13316746,7.9,7484
tt13317376,5.8,264
tt13317582,7.8,12895
tt13318052,5.8,6410
tt13321262,9.1,15
tt13322484,6.7,1117
tt13322820,8.0,264
tt13322824,8.2,278
tt13324734,7.2,45
tt13325238,5.4,10
tt13326050,5.8,13
tt13327096,6.9,7
tt13328840,5.0,237
tt13329260,6.7,168
tt13329282,6.9,441
tt13334054,5.8,35
tt13338724,5.4,12
tt13345636,6.5,1024
tt13346504,8.4,11
tt13346510,7.6,9
tt13348314,5.6,16
tt13350694,7.5,6
tt13351598,1.0,8
tt13351756,8.0,36
tt13352984,7.4,7
tt13353444,7.7,224
tt13353486,6.5,1105
tt13353508,5.1,196
tt13354204,6.7,6291
tt13355800,6.3,13
tt13356466,7.0,133
tt13357040,7.8,75
tt13357118,7.0,8
tt13358402,8.0,9
tt13358422,8.4,15
tt13363298,7.5,2555
tt13363646,7.6,35
tt13366978,6.0,127
tt13367112,7.3,67
tt13367310,6.0,152
tt13368518,6.7,17
tt13369750,7.0,1210
tt13370380,7.6,33
tt13388018,5.9,348
tt13391426,7.5,12
tt13391544,9.1,11
tt13392122,5.9,221
tt13394544,7.6,5501
tt13399604,8.2,40
tt13400146,6.4,470
tt13405744,8.5,238
tt13409170,6.7,114
tt13409872,8.9,9
tt13410288,6.4,51
tt13411942,5.4,59
tt13416756,9.0,23
tt13417002,7.3,1927
tt13422586,5.2,71
tt13422606,6.8,40
tt13424334,7.7,286
tt13427646,8.4,166
tt13427814,5.0,8
tt13433082,6.1,3991
tt13433084,7.8,81
tt13433318,7.5,1733
tt13433642,7.1,10
tt13441166,7.4,16
tt13444424,4.9,41
tt13445242,4.6,168
tt13445832,6.4,37
tt13446116,7.9,981
tt13446424,4.8,1738
tt13451514,7.6,105
tt13452100,4.1,10626
tt13452538,9.0,8
tt13453940,5.5,76
tt13458584,5.7,327
tt13459642,7.4,208
tt13461368,7.6,18
tt13464340,6.6,4511
tt13464350,4.9,1558
tt13469654,7.5,23
tt13479662,6.4,83
tt13483050,5.5,162
tt13486108,7.0,778
tt13487106,8.4,1351
tt13488242,7.8,7
tt13488408,8.9,9
tt13488444,9.1,9
tt13492374,7.1,11794
tt13496094,6.5,856
tt13496366,7.6,223
tt13496400,3.8,370
tt13496456,8.6,29
tt13502066,8.2,32
tt13506014,8.0,13
tt13508018,7.4,73
tt13515242,6.8,9
tt13519510,4.5,274
tt13521376,6.5,18
tt13521534,7.4,70
tt13521538,7.0,8
tt13521836,8.0,76
tt13521850,3.7,570
tt13522634,6.8,62
tt13522660,8.4,26
tt13528684,8.2,104
tt13528990,7.3,461
tt13530018,7.3,28
tt13532680,7.9,61
tt13535446,8.5,12
tt13535972,7.1,204
tt13539242,7.2,13
tt13540900,7.0,2609
tt13544442,8.3,10
tt13546696,7.7,15
tt13549904,7.6,13
tt13555076,7.6,11
tt13555254,7.3,196
tt13556320,7.6,1869
tt13556884,6.4,8
tt13557174,7.8,270
tt13561594,7.7,6
tt13563634,5.7,702
tt13567480,6.8,40937
tt13573050,4.8,9
tt13574344,8.5,10
tt13581872,7.5,209
tt13582864,6.6,23
tt13583144,5.9,5574
tt13586704,8.3,279
tt13586708,8.3,276
tt13591494,8.3,7
tt13596276,7.0,29
tt13600074,9.2,14
tt13606910,5.3,65
tt13607518,7.2,1302
tt13607632,3.4,175
tt13612626,9.0,110
tt13612874,5.5,161
tt13617024,8.4,2017
tt13617060,6.4,5793
tt13618244,8.0,9
tt13618334,6.1,181
tt13619590,4.8,43
tt13622592,7.6,37
tt13622982,7.0,27105
tt13624054,8.0,6192
tt13624392,7.9,184
tt13624708,6.9,313
tt13626944,6.4,459
tt13628800,6.9,31
tt13634444,6.5,2612
tt13634530,7.5,359
tt13635330,9.8,6
tt13642264,7.2,2342
tt13648228,5.4,4970
tt13648682,7.4,17
tt13649688,5.5,732
tt13649692,6.2,2568
tt13649700,6.7,4116
tt13651632,7.5,33493
tt13653876,8.4,7506
tt13655584,5.9,42
tt13659412,6.3,33
tt13660434,7.1,91
tt13660962,5.8,3883
tt13662312,8.0,82
tt13667212,4.4,423
tt13667644,8.1,462
tt13670814,7.9,379
tt13677396,6.8,8
tt13678522,5.7,52
tt13680356,6.7,47
tt13680732,4.8,26
tt13681410,7.0,171
tt13681768,9.2,13
tt13681970,7.5,70
tt13683600,8.0,366
tt13684152,7.8,6
tt13684380,8.5,299
tt13696668,6.8,1690
tt13699622,9.1,26
tt13702946,7.5,13
tt13705098,5.7,42
tt13711094,6.5,34
tt13715194,7.2,119
tt13715200,7.6,118
tt13715288,7.7,34
tt13731400,7.7,1826
tt13733848,7.2,80
tt13738578,8.7,67
tt13742846,6.0,21
tt13759970,8.1,9074
tt13760814,6.9,1619
tt13761112,5.5,92
tt13767804,5.4,276
tt13779322,5.5,6
tt13779520,6.4,215
tt13779996,7.2,15
tt13782308,7.6,30
tt13787512,7.9,397
tt13788916,7.7,49
tt13793988,9.0,6
tt13794736,7.3,72
tt13799636,3.4,13
tt13802658,6.6,946
tt13812154,6.0,10
tt13815172,6.5,35
tt13834632,7.4,26
tt13835254,7.9,1036
tt13840886,7.4,11
tt13842130,6.7,3420
tt13845526,8.4,11
tt13845582,5.8,120
tt13845674,6.4,52
tt13846404,7.1,36
tt13846544,6.6,952
tt13846576,8.3,9
tt13846912,7.5,1059
tt13847742,7.3,55
tt13851130,8.8,5
tt13856042,8.4,19
tt13857128,5.3,18
tt13857988,7.2,20
tt13858416,5.3,389
tt13859548,6.0,42
tt13866142,6.4,1400
tt13866308,7.2,45
tt13870874,7.8,9
tt13873330,6.8,36
tt13873466,5.9,37
tt13873530,4.0,110
tt13877950,7.7,79
tt13884242,7.6,7
tt13885628,6.5,583
tt13885684,7.8,25
tt13885900,6.1,114
tt13891272,7.9,213
tt13892682,6.3,16
tt13892926,7.7,603
